number,alacrity,ability,observation,logical,result
6526,85,96,65,79,12
6527,85,65,93,79,4
6528,68,70,62,100,10
6529,68,86,86,80,5
6530,100,66,60,87,7
6531,63,99,85,86,9
6532,85,78,83,64,3
6533,95,61,99,73,4
6534,74,70,76,83,2
6535,66,76,100,81,1
6536,69,82,83,69,6
6537,60,68,66,82,10
6538,99,71,70,82,7
6539,81,93,86,94,10
6540,76,89,99,85,6
6541,82,91,91,91,5
6542,70,88,89,79,6
6543,81,61,96,68,4
6544,84,76,93,89,1
6545,85,71,72,78,7
6546,66,80,80,92,10
6547,77,64,74,97,8
6548,84,68,96,88,1
6549,92,91,83,65,11
6550,94,82,80,86,7
6551,66,81,72,97,10
6552,98,82,98,83,3
6553,98,81,72,68,11
6554,62,63,64,63,6
6555,68,75,74,87,10
6556,97,62,69,62,3
6557,86,91,92,97,2
6558,64,85,96,73,6
6559,80,96,67,84,9
6560,74,92,83,98,10
6561,99,100,84,68,12
6562,95,83,80,98,8
6563,79,93,80,95,10
6564,80,77,100,99,1
6565,92,68,85,61,3
6566,73,83,91,88,1
6567,94,67,69,65,3
6568,88,68,71,87,7
6569,85,68,67,75,7
6570,76,100,89,72,5
6571,72,96,68,87,9
6572,80,82,92,88,1
6573,63,98,95,66,5
6574,70,64,85,97,2
6575,82,68,75,74,3
6576,90,73,75,64,3
6577,99,89,87,69,11
6578,84,88,86,98,10
6579,82,100,89,95,9
6580,96,79,94,73,3
6581,97,97,61,80,11
6582,83,66,62,64,11
6583,92,61,88,72,3
6584,89,76,93,70,4
6585,94,64,66,96,8
6586,73,100,80,90,9
6587,91,66,99,92,1
6588,77,62,61,72,7
6589,94,80,61,66,11
6590,67,63,78,85,2
6591,77,74,80,91,2
6592,91,65,69,82,7
6593,81,76,70,84,8
6594,70,60,99,82,1
6595,91,84,78,74,11
6596,96,85,94,67,3
6597,80,72,86,74,4
6598,75,97,65,84,9
6599,79,90,69,71,12
6600,65,78,65,87,10
6601,79,69,60,75,7
6602,98,80,96,67,3
6603,89,76,60,80,7
6604,80,100,94,60,5
6605,63,81,65,97,10
6606,66,72,71,68,5
6607,84,78,73,94,8
6608,94,75,89,87,3
6609,70,95,69,96,10
6610,92,64,78,67,3
6611,76,68,94,74,4
6612,96,62,75,86,7
6613,85,100,90,91,9
6614,86,77,77,70,11
6615,87,98,82,81,12
6616,73,61,67,84,8
6617,88,100,71,89,9
6618,82,98,65,80,12
6619,63,69,83,61,6
6620,96,77,61,67,11
6621,76,91,82,89,9
6622,72,70,60,74,8
6623,68,90,68,64,12
6624,63,70,88,72,1
6625,72,89,82,64,5
6626,62,80,83,83,1
6627,92,95,92,94,9
6628,89,81,73,83,7
6629,96,74,79,91,7
6630,60,77,99,65,6
6631,68,86,60,90,10
6632,91,92,93,89,6
6633,90,66,97,75,4
6634,83,62,98,72,4
6635,72,96,69,89,9
6636,91,67,63,76,7
6637,69,81,96,65,6
6638,61,71,86,98,2
6639,63,64,93,96,2
6640,72,99,95,77,5
6641,67,99,93,71,5
6642,75,81,61,72,12
6643,91,69,97,65,4
6644,91,77,88,90,7
6645,63,82,84,61,6
6646,78,60,96,82,1
6647,81,76,69,76,11
6648,78,93,95,93,6
6649,60,67,83,60,6
6650,79,71,91,71,4
6651,77,99,62,75,12
6652,60,96,78,98,10
6653,71,68,66,80,8
6654,69,66,78,100,2
6655,73,73,90,61,4
6656,68,74,85,67,6
6657,92,68,60,65,11
6658,70,93,61,80,9
6659,73,81,69,64,12
6660,88,61,94,67,4
6661,80,78,64,72,11
6662,62,90,79,71,5
6663,90,61,82,78,3
6664,84,62,63,87,8
6665,80,64,89,76,4
6666,61,72,91,94,2
6667,62,74,78,89,2
6668,85,95,83,81,12
6669,79,71,78,87,8
6670,88,79,97,91,1
6671,74,69,96,78,1
6672,81,92,69,71,12
6673,70,70,92,81,1
6674,72,83,87,72,6
6675,63,71,71,66,5
6676,75,82,67,94,10
6677,69,71,75,93,2
6678,91,72,74,91,7
6679,65,93,84,87,9
6680,94,61,70,78,7
6681,64,93,88,93,9
6682,92,92,85,98,8
6683,98,60,85,69,3
6684,68,60,71,70,1
6685,90,83,79,93,8
6686,95,80,75,95,7
6687,89,80,87,65,3
6688,75,71,95,87,1
6689,100,66,78,100,7
6690,64,74,98,62,6
6691,64,84,65,68,9
6692,91,85,77,73,11
6693,95,79,94,87,3
6694,64,84,64,94,10
6695,91,93,65,94,10
6696,81,90,93,77,6
6697,94,90,89,78,11
6698,97,63,60,65,7
6699,96,76,77,67,3
6700,75,71,88,94,2
6701,99,81,92,79,3
6702,76,96,62,73,12
6703,98,88,77,77,11
6704,78,74,87,87,1
6705,71,77,67,95,10
6706,64,83,60,91,10
6707,93,77,62,74,11
6708,80,74,60,78,7
6709,78,60,99,80,1
6710,98,95,91,91,11
6711,95,79,92,88,3
6712,74,92,96,81,6
6713,75,60,77,72,4
6714,96,96,65,65,11
6715,64,87,86,74,5
6716,95,75,75,83,7
6717,60,98,89,94,9
6718,84,100,63,94,9
6719,72,80,66,60,12
6720,69,75,74,81,10
6721,69,64,84,63,4
6722,63,97,65,78,9
6723,85,94,98,81,6
6724,96,94,82,82,11
6725,99,94,76,83,11
6726,84,87,79,60,12
6727,90,78,84,74,3
6728,93,88,94,60,4
6729,72,61,62,63,7
6730,70,75,83,60,6
6731,71,90,75,80,9
6732,79,79,95,92,1
6733,84,100,77,98,9
6734,87,72,68,60,11
6735,92,79,64,97,8
6736,84,65,87,95,2
6737,61,89,84,71,5
6738,98,85,88,82,3
6739,68,96,64,84,9
6740,98,100,71,77,12
6741,65,97,74,64,5
6742,81,81,71,64,11
6743,63,72,69,88,10
6744,96,96,89,93,11
6745,98,77,95,80,3
6746,82,84,95,86,1
6747,96,61,75,95,7
6748,84,62,98,61,4
6749,72,92,97,71,6
6750,67,63,79,76,1
6751,70,89,83,63,5
6752,88,82,62,76,11
6753,87,82,68,60,11
6754,87,64,82,78,3
6755,99,87,92,92,3
6756,94,76,98,68,4
6757,93,99,93,99,9
6758,73,84,89,85,1
6759,65,72,92,98,2
6760,67,61,82,90,2
6761,87,63,91,92,2
6762,66,85,67,92,10
6763,79,62,81,76,4
6764,73,86,100,64,6
6765,88,89,64,97,10
6766,77,62,79,85,2
6767,71,91,70,71,12
6768,64,61,93,62,4
6769,70,72,74,62,6
6770,87,61,98,72,4
6771,88,79,93,64,4
6772,89,75,68,66,11
6773,100,77,66,60,11
6774,60,85,66,87,10
6775,89,100,60,88,12
6776,97,67,87,64,3
6777,85,73,73,68,11
6778,69,68,72,70,1
6779,65,82,79,79,5
6780,79,77,90,93,2
6781,63,77,98,78,1
6782,71,79,85,98,2
6783,73,68,92,91,1
6784,67,99,67,74,9
6785,84,100,89,83,5
6786,61,89,94,98,2
6787,61,82,90,94,2
6788,94,100,94,93,12
6789,61,75,76,87,2
6790,63,97,61,89,9
6791,63,95,96,66,6
6792,76,90,85,61,5
6793,87,94,62,99,10
6794,84,95,92,69,5
6795,86,87,65,80,12
6796,65,64,100,66,1
6797,82,63,63,74,7
6798,99,94,82,80,11
6799,60,64,97,78,1
6800,64,98,84,70,5
6801,95,84,62,65,11
6802,65,86,79,70,5
6803,68,67,92,92,1
6804,97,64,86,69,3
6805,82,60,86,97,2
6806,94,80,81,94,7
6807,81,72,88,64,4
6808,64,68,96,90,1
6809,67,75,92,96,2
6810,73,80,69,76,9
6811,94,85,73,97,8
6812,72,68,86,68,4
6813,91,93,63,86,12
6814,100,72,99,64,3
6815,88,85,100,99,1
6816,78,73,75,91,8
6817,66,76,90,61,6
6818,100,85,71,98,7
6819,90,80,70,85,7
6820,83,62,71,78,7
6821,74,76,78,79,2
6822,62,75,98,60,6
6823,76,86,64,74,12
6824,74,60,92,95,2
6825,95,60,87,68,3
6826,89,79,75,69,11
6827,78,76,92,78,4
6828,74,86,73,63,12
6829,78,82,61,79,9
6830,96,94,74,76,11
6831,89,70,63,94,8
6832,100,83,88,86,3
6833,70,85,67,64,12
6834,62,97,84,99,10
6835,89,90,89,86,12
6836,73,96,64,85,9
6837,71,74,72,78,10
6838,81,75,66,82,8
6839,85,65,88,81,4
6840,92,73,65,82,7
6841,98,82,79,69,11
6842,74,99,74,90,9
6843,96,93,60,87,11
6844,72,80,98,100,2
6845,97,71,61,84,7
6846,99,96,66,74,11
6847,88,92,87,82,12
6848,71,79,86,96,2
6849,100,87,98,86,3
6850,88,88,65,61,11
6851,68,99,83,72,5
6852,80,73,79,67,3
6853,70,90,100,83,6
6854,70,63,86,100,2
6855,100,94,98,97,3
6856,100,75,96,67,3
6857,84,64,95,66,4
6858,75,72,86,92,2
6859,78,78,95,86,1
6860,62,100,91,67,5
6861,80,66,78,88,8
6862,63,69,63,62,12
6863,90,98,91,75,5
6864,100,68,74,95,7
6865,85,79,84,90,8
6866,60,81,92,79,6
6867,64,89,67,84,9
6868,94,93,72,69,11
6869,61,70,91,87,1
6870,96,91,85,65,11
6871,96,85,75,64,11
6872,68,97,75,68,5
6873,92,63,88,83,3
6874,78,76,90,81,1
6875,95,62,71,62,3
6876,73,65,96,98,2
6877,93,68,95,68,4
6878,66,91,92,95,2
6879,95,82,80,71,11
6880,88,100,98,76,5
6881,69,88,65,76,9
6882,68,87,86,98,10
6883,83,75,83,69,3
6884,82,61,88,79,4
6885,70,91,69,98,10
6886,69,68,83,63,4
6887,62,87,83,64,5
6888,98,62,73,83,7
6889,63,85,77,68,5
6890,66,76,96,60,6
6891,85,61,85,93,8
6892,82,70,86,93,2
6893,67,97,90,87,5
6894,82,80,94,93,1
6895,61,74,64,71,9
6896,65,81,94,70,6
6897,61,79,67,73,9
6898,61,86,88,63,6
6899,85,90,84,81,12
6900,71,81,82,75,6
6901,100,61,88,83,3
6902,94,68,86,100,8
6903,82,67,93,100,2
6904,83,75,93,99,2
6905,83,74,63,73,11
6906,98,100,90,66,12
6907,84,75,96,97,2
6908,80,75,75,94,8
6909,98,85,76,74,11
6910,96,77,71,91,7
6911,80,81,97,76,6
6912,67,60,82,64,4
6913,76,99,60,81,9
6914,95,65,82,60,3
6915,69,76,72,70,5
6916,73,66,78,92,2
6917,88,91,77,73,12
6918,83,78,75,61,11
6919,90,61,97,73,4
6920,79,97,63,65,12
6921,95,90,73,93,7
6922,92,92,64,85,11
6923,69,100,92,96,9
6924,90,66,99,68,4
6925,73,81,68,66,12
6926,72,100,86,61,5
6927,82,72,96,67,4
6928,85,68,98,64,4
6929,94,98,86,86,12
6930,87,92,83,89,9
6931,89,85,93,89,4
6932,70,72,73,64,6
6933,80,62,72,64,3
6934,64,69,77,97,2
6935,73,86,94,64,6
6936,73,85,64,84,9
6937,77,97,75,94,9
6938,60,71,92,100,2
6939,90,73,86,76,3
6940,88,85,77,94,8
6941,70,96,75,98,10
6942,62,61,64,60,4
6943,79,72,99,98,1
6944,93,83,81,96,8
6945,99,74,69,86,7
6946,68,98,82,73,5
6947,94,100,63,65,12
6948,80,80,74,62,11
6949,80,68,71,92,8
6950,84,79,98,60,4
6951,98,75,69,94,7
6952,87,100,62,70,12
6953,79,87,62,78,12
6954,85,62,88,63,4
6955,71,91,87,79,5
6956,87,79,71,91,8
6957,76,89,73,87,9
6958,87,88,63,78,12
6959,72,100,81,100,9
6960,67,63,72,84,2
6961,66,73,75,87,2
6962,60,85,96,93,1
6963,71,79,61,69,12
6964,100,98,86,62,11
6965,94,80,95,82,4
6966,68,67,77,66,4
6967,83,76,63,72,11
6968,98,82,60,80,11
6969,95,100,86,86,12
6970,93,90,93,90,3
6971,64,69,77,62,6
6972,77,68,66,88,8
6973,65,69,100,78,1
6974,78,99,87,81,5
6975,91,90,84,79,11
6976,88,73,67,79,7
6977,78,87,84,62,5
6978,70,71,86,88,2
6979,75,74,72,90,8
6980,96,68,97,74,4
6981,82,61,83,80,4
6982,74,70,68,71,7
6983,67,73,68,67,5
6984,69,70,69,73,10
6985,64,79,85,71,6
6986,69,62,62,93,8
6987,85,73,90,84,4
6988,82,97,97,94,5
6989,96,92,89,71,11
6990,60,99,88,72,5
6991,82,77,99,80,4
6992,92,62,75,100,8
6993,72,60,91,82,1
6994,63,66,96,70,1
6995,97,62,77,82,7
6996,68,99,68,74,9
6997,100,84,66,89,7
6998,85,97,76,60,12
6999,72,91,89,65,5
7000,91,77,60,98,8
7001,96,86,79,93,7
7002,71,66,90,78,1
7003,78,80,93,90,1
7004,83,76,89,68,4
7005,81,75,65,80,7
7006,90,95,75,72,12
7007,85,78,95,88,1
7008,92,86,65,98,8
7009,75,74,78,91,2
7010,73,70,78,78,1
7011,91,64,84,72,3
7012,63,79,94,80,1
7013,97,73,83,78,3
7014,93,69,70,88,7
7015,97,79,75,63,11
7016,86,91,61,100,10
7017,62,68,68,89,10
7018,93,88,99,88,4
7019,62,76,64,61,5
7020,94,91,87,90,11
7021,87,69,96,73,4
7022,76,67,94,75,4
7023,73,65,82,75,1
7024,60,61,65,63,1
7025,87,69,66,70,7
7026,92,78,77,72,11
7027,70,64,80,73,1
7028,100,86,85,88,7
7029,91,83,74,100,8
7030,62,74,81,96,2
7031,90,94,82,99,10
7032,72,88,92,85,6
7033,80,67,68,90,8
7034,100,83,82,80,11
7035,76,61,78,64,4
7036,66,98,76,84,9
7037,68,86,90,85,6
7038,70,67,81,88,2
7039,67,95,94,72,5
7040,83,73,74,75,7
7041,100,88,91,73,3
7042,81,61,91,80,4
7043,83,94,68,97,10
7044,96,69,97,83,4
7045,91,88,75,72,11
7046,60,82,97,91,1
7047,64,68,92,71,1
7048,73,97,60,100,10
7049,65,67,72,82,2
7050,100,73,60,77,7
7051,77,75,76,91,8
7052,80,65,61,75,7
7053,75,78,65,93,10
7054,77,61,95,76,4
7055,64,85,62,85,9
7056,85,63,63,77,7
7057,95,75,93,100,8
7058,74,65,73,64,3
7059,97,97,99,93,4
7060,82,93,82,62,12
7061,80,88,83,99,10
7062,72,93,67,87,9
7063,77,93,67,97,10
7064,96,70,79,88,7
7065,67,98,75,78,9
7066,77,84,76,69,12
7067,89,88,87,68,11
7068,86,73,96,92,1
7069,93,91,60,78,11
7070,62,89,69,61,5
7071,63,91,62,67,9
7072,68,64,85,83,1
7073,94,82,73,69,11
7074,67,93,77,86,9
7075,99,66,70,62,3
7076,92,92,75,99,8
7077,90,79,95,82,4
7078,85,100,68,68,12
7079,73,83,96,63,6
7080,91,91,85,84,11
7081,60,95,78,85,9
7082,67,95,65,93,9
7083,94,87,85,92,7
7084,64,63,62,78,8
7085,89,76,61,74,11
7086,77,87,92,76,6
7087,80,86,73,100,10
7088,77,80,60,100,10
7089,79,83,100,73,6
7090,68,91,97,65,6
7091,69,63,76,88,2
7092,78,66,83,83,1
7093,67,75,93,77,1
7094,75,78,68,87,10
7095,88,68,64,95,8
7096,61,76,72,91,10
7097,98,60,72,88,7
7098,62,96,69,67,5
7099,65,64,94,100,2
7100,98,91,80,92,7
7101,85,92,72,68,12
7102,67,92,89,79,5
7103,69,98,84,75,5
7104,68,73,72,92,10
7105,99,70,67,72,7
7106,64,87,77,69,5
7107,70,80,100,60,6
7108,94,94,61,65,11
7109,83,87,69,76,12
7110,95,74,68,94,7
7111,86,89,92,92,1
7112,89,72,65,63,11
7113,65,88,73,81,9
7114,97,86,60,66,11
7115,91,74,94,81,4
7116,89,60,100,99,1
7117,96,95,63,66,11
7118,99,63,62,81,7
7119,82,68,62,92,8
7120,79,65,99,81,1
7121,64,71,98,75,1
7122,93,73,62,91,7
7123,64,81,77,98,10
7124,87,81,66,80,11
7125,94,87,71,82,11
7126,76,75,61,92,8
7127,94,79,70,71,11
7128,66,82,72,80,9
7129,66,93,71,63,5
7130,61,96,77,79,9
7131,100,68,95,85,3
7132,78,78,96,78,4
7133,85,82,92,85,4
7134,80,98,99,68,6
7135,100,79,68,63,11
7136,98,96,88,96,11
7137,63,90,90,62,5
7138,84,77,63,90,8
7139,74,88,83,82,5
7140,89,98,87,61,12
7141,84,68,97,75,4
7142,74,83,70,95,10
7143,81,82,85,97,2
7144,64,81,68,66,5
7145,73,82,63,88,10
7146,77,100,98,85,5
7147,66,95,73,81,9
7148,84,92,90,77,5
7149,72,94,93,74,5
7150,83,70,93,90,1
7151,99,93,62,75,11
7152,90,68,78,80,7
7153,97,78,75,94,7
7154,73,74,70,77,10
7155,62,95,94,77,5
7156,90,80,76,85,7
7157,69,89,76,92,10
7158,64,91,69,84,9
7159,88,70,78,84,7
7160,66,69,90,81,1
7161,74,79,74,99,10
7162,95,60,64,82,7
7163,63,79,96,67,6
7164,65,86,93,90,1
7165,97,61,96,89,3
7166,69,94,85,79,5
7167,82,76,60,94,8
7168,81,60,61,63,7
7169,80,96,80,63,12
7170,73,74,82,90,2
7171,84,75,74,96,8
7172,76,76,68,96,8
7173,93,86,99,67,4
7174,79,96,74,97,10
7175,82,65,70,76,7
7176,63,74,99,71,6
7177,88,99,80,95,9
7178,80,73,89,85,1
7179,70,71,71,62,5
7180,64,81,77,65,5
7181,93,83,64,79,11
7182,77,75,88,86,1
7183,67,94,88,96,10
7184,66,63,98,82,1
7185,85,70,97,72,4
7186,87,90,78,72,12
7187,77,65,65,71,7
7188,77,82,96,91,1
7189,68,61,99,66,4
7190,78,84,93,93,1
7191,81,92,94,60,6
7192,82,65,74,82,7
7193,77,92,92,97,10
7194,90,70,91,86,4
7195,100,77,80,65,3
7196,86,60,87,91,2
7197,100,87,97,87,3
7198,62,82,66,98,10
7199,98,93,79,96,7
7200,84,63,82,74,3
7201,67,78,73,61,5
7202,64,83,91,85,1
7203,66,70,77,89,2
7204,72,64,75,93,2
7205,78,69,70,99,8
7206,69,65,69,69,3
7207,100,74,85,82,3
7208,85,65,100,99,1
7209,72,67,83,61,4
7210,72,65,78,63,4
7211,80,60,73,72,3
7212,92,83,91,68,3
7213,82,70,71,71,3
7214,76,88,82,65,5
7215,78,75,71,99,8
7216,75,66,70,63,3
7217,66,85,84,65,5
7218,91,61,81,62,3
7219,69,80,87,63,6
7220,60,99,95,99,9
7221,84,81,95,81,4
7222,70,89,79,70,5
7223,69,60,61,81,8
7224,98,84,65,84,11
7225,63,65,66,81,2
7226,74,77,99,71,6
7227,80,94,66,80,12
7228,67,74,73,87,10
7229,79,96,63,69,12
7230,71,80,69,71,12
7231,67,83,91,95,2
7232,80,70,100,97,1
7233,88,79,74,100,8
7234,89,83,85,95,8
7235,72,92,91,89,5
7236,84,70,88,95,2
7237,69,97,91,60,5
7238,86,97,81,62,12
7239,74,61,71,87,8
7240,89,84,87,84,3
7241,78,82,97,92,1
7242,86,90,80,88,9
7243,100,69,82,90,7
7244,91,100,80,68,12
7245,83,74,70,64,11
7246,64,94,96,93,6
7247,90,96,93,84,5
7248,97,80,66,72,11
7249,80,88,68,81,9
7250,85,77,88,81,4
7251,84,92,81,79,12
7252,60,91,95,71,6
7253,78,68,77,99,8
7254,72,78,62,79,10
7255,73,71,86,90,2
7256,85,91,69,75,12
7257,73,95,69,84,9
7258,94,77,63,70,11
7259,82,87,62,97,10
7260,68,76,89,94,2
7261,89,74,70,92,8
7262,76,65,79,72,4
7263,72,99,90,89,5
7264,72,96,62,60,12
7265,76,100,76,71,12
7266,60,73,86,82,1
7267,89,85,82,62,11
7268,94,79,85,71,3
7269,64,68,66,91,10
7270,66,62,74,97,2
7271,95,68,67,89,7
7272,67,74,89,86,1
7273,89,88,89,66,3
7274,65,92,81,100,10
7275,81,76,66,85,8
7276,81,91,62,88,9
7277,97,92,79,83,11
7278,70,65,75,71,1
7279,67,98,77,65,5
7280,70,63,70,84,8
7281,87,83,91,100,2
7282,85,92,78,67,12
7283,60,92,69,64,5
7284,76,75,100,60,4
7285,91,99,67,80,12
7286,72,99,70,76,9
7287,75,60,68,65,3
7288,67,88,94,87,6
7289,77,83,78,73,5
7290,81,73,94,78,4
7291,62,72,86,98,2
7292,100,63,87,83,3
7293,95,65,88,97,8
7294,67,76,70,83,10
7295,91,86,72,67,11
7296,94,65,69,62,3
7297,96,97,76,100,10
7298,91,97,83,90,12
7299,99,76,69,95,7
7300,68,95,76,81,9
7301,66,74,75,92,2
7302,69,80,68,75,9
7303,99,63,76,68,3
7304,98,86,63,84,11
7305,72,100,97,65,5
7306,61,76,72,88,10
7307,94,68,86,76,3
7308,89,66,85,66,3
7309,77,70,75,96,8
7310,80,77,74,79,7
7311,93,99,62,67,12
7312,72,70,61,80,8
7313,86,68,64,60,11
7314,66,82,65,61,12
7315,64,67,88,99,2
7316,62,72,74,66,6
7317,83,60,65,94,8
7318,87,65,85,94,8
7319,68,66,71,83,2
7320,91,75,77,95,8
7321,86,69,73,100,8
7322,98,82,82,69,11
7323,88,90,89,73,5
7324,83,73,66,80,7
7325,76,99,62,63,12
7326,96,68,85,80,3
7327,75,97,88,100,10
7328,61,75,74,71,5
7329,90,82,63,64,11
7330,94,83,96,82,4
7331,84,74,76,67,3
7332,74,90,88,93,10
7333,72,67,76,74,1
7334,89,67,62,81,7
7335,82,92,71,96,10
7336,74,62,71,66,3
7337,92,99,72,73,12
7338,82,74,74,84,8
7339,100,98,93,77,11
7340,84,78,70,85,8
7341,93,91,96,60,4
7342,65,82,86,95,2
7343,79,60,61,65,7
7344,74,80,71,72,12
7345,65,62,86,77,1
7346,97,91,61,62,11
7347,99,90,100,79,4
7348,63,96,61,91,9
7349,69,95,79,82,9
7350,94,92,77,88,11
7351,74,97,89,98,10
7352,83,92,90,62,5
7353,73,65,74,86,2
7354,79,75,69,76,7
7355,97,99,88,91,12
7356,62,81,65,94,10
7357,100,64,81,76,3
7358,85,92,87,86,5
7359,61,87,76,89,10
7360,93,80,70,77,11
7361,87,92,90,95,10
7362,65,68,84,77,1
7363,82,92,67,78,12
7364,76,62,62,88,8
7365,78,72,96,77,4
7366,69,96,97,72,6
7367,81,68,92,80,4
7368,71,95,92,96,10
7369,69,79,68,63,12
7370,62,100,89,63,5
7371,96,61,100,87,4
7372,99,82,75,98,7
7373,91,77,92,80,4
7374,98,87,100,80,4
7375,84,86,81,70,12
7376,75,62,71,78,8
7377,71,85,100,97,1
7378,88,74,92,95,2
7379,69,95,97,97,1
7380,83,66,96,65,4
7381,95,83,61,92,7
7382,84,81,93,66,4
7383,93,60,99,97,1
7384,85,63,96,90,1
7385,63,66,69,87,2
7386,74,76,99,61,6
7387,80,77,95,99,2
7388,100,91,92,86,3
7389,71,94,73,89,9
7390,70,74,95,84,1
7391,68,93,70,92,9
7392,74,74,78,71,4
7393,73,93,89,89,5
7394,83,66,68,69,7
7395,81,84,90,71,6
7396,83,65,76,68,3
7397,81,82,70,64,12
7398,80,100,90,96,9
7399,69,80,95,82,1
7400,87,75,86,61,3
7401,65,83,95,65,6
7402,81,87,80,92,10
7403,88,83,77,86,7
7404,75,65,80,83,2
7405,84,69,93,73,4
7406,88,91,93,97,2
7407,100,73,78,60,3
7408,68,95,93,64,5
7409,94,85,80,66,11
7410,96,74,92,80,3
7411,83,73,96,60,4
7412,61,67,88,65,6
7413,72,60,89,71,4
7414,80,66,98,76,4
7415,63,79,73,88,10
7416,84,98,93,100,10
7417,64,95,76,91,9
7418,92,64,98,86,4
7419,93,100,63,66,12
7420,96,73,96,93,3
7421,73,65,61,73,7
7422,74,100,61,61,12
7423,91,97,70,69,12
7424,79,93,92,91,5
7425,85,64,66,62,3
7426,85,92,74,74,12
7427,90,76,67,89,7
7428,98,90,92,100,8
7429,60,79,88,85,1
7430,62,88,82,72,5
7431,66,80,86,73,6
7432,87,95,67,94,9
7433,70,66,80,77,1
7434,63,70,69,90,10
7435,85,80,72,97,8
7436,100,91,99,63,3
7437,81,65,63,93,8
7438,94,65,94,68,3
7439,80,83,98,74,6
7440,62,66,69,96,2
7441,85,98,94,71,5
7442,97,90,98,96,4
7443,89,65,75,95,8
7444,80,89,66,87,9
7445,97,69,63,94,7
7446,85,69,92,80,4
7447,67,64,94,76,1
7448,72,74,67,94,10
7449,87,82,91,85,4
7450,72,94,100,76,6
7451,88,77,100,87,4
7452,85,99,82,63,12
7453,83,70,81,77,3
7454,91,61,80,63,3
7455,87,90,98,96,1
7456,95,86,87,75,3
7457,89,100,97,64,5
7458,62,96,81,68,5
7459,67,77,82,92,2
7460,63,89,63,74,9
7461,64,70,94,73,1
7462,97,78,86,100,8
7463,79,92,86,60,5
7464,64,83,70,81,9
7465,77,86,90,79,6
7466,89,71,83,95,8
7467,94,67,90,91,7
7468,98,85,69,68,11
7469,97,83,62,84,7
7470,89,94,78,94,9
7471,99,65,98,95,3
7472,95,87,90,81,3
7473,99,77,83,61,3
7474,96,85,99,64,4
7475,77,91,72,94,10
7476,99,97,94,85,11
7477,98,84,73,79,11
7478,86,84,60,72,11
7479,81,80,94,68,4
7480,80,77,78,93,8
7481,76,89,90,62,6
7482,67,85,66,88,10
7483,65,89,61,79,9
7484,79,85,81,86,10
7485,86,65,72,83,7
7486,84,64,66,62,3
7487,67,72,92,77,1
7488,78,93,62,66,12
7489,91,64,70,76,7
7490,85,68,80,60,3
7491,96,64,100,78,4
7492,74,91,98,61,6
7493,85,88,69,96,10
7494,80,92,96,77,6
7495,86,75,71,92,8
7496,89,75,64,62,11
7497,74,87,74,63,12
7498,70,84,92,62,6
7499,95,71,94,97,8
7500,81,75,87,62,4
7501,96,83,93,63,3
7502,72,93,73,83,9
7503,77,80,83,91,2
7504,91,82,89,60,3
7505,67,100,93,68,5
7506,94,85,62,85,11
7507,91,86,66,66,11
7508,91,70,86,76,3
7509,65,82,84,99,2
7510,94,67,79,60,3
7511,91,96,65,68,12
7512,64,69,98,100,2
7513,87,68,73,72,3
7514,87,96,100,70,6
7515,71,67,94,73,1
7516,69,70,64,70,9
7517,60,99,70,64,5
7518,73,76,76,98,10
7519,86,79,69,100,8
7520,69,61,62,74,8
7521,81,93,64,62,12
7522,74,94,93,70,5
7523,87,76,64,72,11
7524,82,74,61,61,11
7525,85,98,64,100,10
7526,86,82,77,78,11
7527,85,66,94,100,2
7528,66,81,68,85,10
7529,80,82,83,87,2
7530,92,93,95,94,1
7531,87,89,69,84,12
7532,93,66,93,83,3
7533,81,100,71,97,9
7534,90,64,71,77,7
7535,77,79,81,98,2
7536,81,96,85,86,9
7537,79,91,76,60,12
7538,75,65,82,96,2
7539,92,69,76,96,8
7540,61,72,77,87,2
7541,76,79,71,90,10
7542,81,62,60,83,8
7543,71,66,76,70,4
7544,95,74,61,68,11
7545,74,90,76,63,5
7546,60,98,98,85,5
7547,85,99,77,93,9
7548,70,75,76,84,2
7549,75,92,60,62,12
7550,64,62,60,66,8
7551,67,90,73,92,10
7552,81,72,67,98,8
7553,65,94,70,92,9
7554,73,63,82,70,4
7555,69,78,90,61,6
7556,99,60,82,95,7
7557,100,84,93,71,3
7558,67,77,75,65,5
7559,71,81,97,68,6
7560,71,98,83,61,5
7561,65,73,63,69,9
7562,79,76,86,65,4
7563,86,96,87,95,9
7564,76,83,89,83,6
7565,98,91,90,88,11
7566,61,97,84,74,5
7567,63,65,94,68,1
7568,65,76,89,88,1
7569,70,85,87,93,2
7570,83,64,92,89,1
7571,75,74,63,95,8
7572,100,66,65,69,7
7573,76,94,93,87,5
7574,84,77,81,71,3
7575,80,80,71,83,8
7576,73,66,99,100,2
7577,92,96,71,79,12
7578,78,72,79,79,1
7579,93,97,85,99,10
7580,95,70,76,97,8
7581,82,97,89,67,5
7582,80,93,71,97,10
7583,96,67,81,90,7
7584,90,67,83,89,7
7585,68,70,70,81,10
7586,84,85,73,95,10
7587,83,82,93,91,1
7588,86,93,86,80,12
7589,86,98,75,73,12
7590,80,62,92,72,4
7591,80,90,95,84,6
7592,89,100,93,76,5
7593,96,81,96,99,8
7594,69,90,64,84,9
7595,92,95,72,71,12
7596,84,65,95,74,4
7597,91,61,79,85,7
7598,83,83,85,64,4
7599,94,81,73,93,7
7600,70,82,83,91,2
